stack_id,user_id,stack_name,number_of_cards,number_of_learned_cards,number_of_unlearned_cards,topic,total_downloads,creator,created_at,last_learned_at
791,308,European badger,791,791,791,Molokai False Lobelia,791,skobpally,8/1/2023,4/25/2023
792,124,"Waxbill, blue",792,792,792,Basil Mountainmint,792,abridgenlz,7/21/2023,2/9/2023
793,296,White-necked stork,793,793,793,Calla Lily,793,tgunsonm0,1/24/2023,9/16/2022
794,287,"Antelope, four-horned",794,794,794,Coastal Plain Goldenaster,794,blennardem1,10/20/2022,10/22/2022
795,353,Great horned owl,795,795,795,Hairy Hawkweed,795,mfredim2,2/3/2023,9/25/2022
796,203,"Sungazer, yellow-brown",796,796,796,Sinningia,796,ckabschm3,6/1/2023,1/25/2023
797,384,Australian brush turkey,797,797,797,Purple Deadnettle,797,ibeaginm4,5/1/2023,11/7/2022
798,539,"Cat, cape wild",798,798,798,Eastern Purple Coneflower,798,agwylltm5,9/19/2022,5/23/2023
799,526,"Porcupine, indian",799,799,799,Grassleaf Ticktrefoil,799,calejandrom6,3/2/2023,7/11/2023
800,322,"Fox, north american red",800,800,800,Aleutian Wildrye,800,rmcnairm7,6/27/2023,2/2/2023
801,961,"Capuchin, black-capped",801,801,801,Bradshaw's Desertparsley,801,nwaggittm8,3/28/2023,10/10/2022
802,381,Woodchuck,802,802,802,Trailing Yellow Loosestrife,802,cstanerm9,6/24/2023,7/22/2023
803,646,Sportive lemur,803,803,803,Water-starwort,803,cokynsillaghema,7/1/2023,2/2/2023
804,452,"Cardinal, red-capped",804,804,804,Globe Yellowcress,804,arawsthornmb,7/17/2023,7/26/2023
805,990,"Antelope, four-horned",805,805,805,Lecidea Lichen,805,lbettensonmc,3/27/2023,6/8/2023
806,444,African black crake,806,806,806,Shoreline Seapurslane,806,mhugkmd,10/17/2022,9/4/2023
807,556,"Cat, miner's",807,807,807,Deltoid Balsamroot,807,siscowitzme,11/6/2022,1/14/2023
808,183,"Peacock, indian",808,808,808,Largeleaf Sandwort,808,ehysommf,7/12/2023,4/9/2023
809,984,White-throated monitor,809,809,809,Balloonbush,809,bcripwellmg,10/21/2022,5/9/2023
810,927,"Squirrel, smith's bush",810,810,810,White Marsh Marigold,810,rscotchbourougemh,6/4/2023,1/4/2023
811,852,"Trotter, lily",811,811,811,Short-hair Cottongrass,811,ckmieciakmi,6/23/2023,10/31/2022
812,397,Neotropic cormorant,812,812,812,Longleaf Starwort,812,bmarinmj,2/9/2023,8/8/2023
813,998,"Lourie, grey",813,813,813,Cyrtandra,813,apeachammk,4/25/2023,10/20/2022
814,696,"Opossum, american virginia",814,814,814,West Indian Hairsedge,814,ititchenml,6/11/2023,2/18/2023
815,744,Green heron,815,815,815,Prairie Phlox,815,gloudenmm,9/28/2022,7/3/2023
816,749,"Godwit, hudsonian",816,816,816,Yellowstem Bushmallow,816,obiggadykemn,6/9/2023,5/12/2023
817,953,Red-tailed cockatoo,817,817,817,Rough Hedgenettle,817,lumfreymo,3/29/2023,3/26/2023
818,891,"Bird, pied butcher",818,818,818,Curlytop Gumweed,818,njakubovicsmp,10/17/2022,3/16/2023
819,222,Western bearded dragon,819,819,819,Syrian Beancaper,819,reverillmq,11/11/2022,5/20/2023
820,497,Green-winged macaw,820,820,820,Cypress Panicgrass,820,baskammr,8/21/2023,7/15/2023
821,692,"Tern, royal",821,821,821,Thompson's Beardtongue,821,mkroinms,9/30/2022,7/20/2023
822,833,Brindled gnu,822,822,822,Caribbean Milkwort,822,belsiemt,9/4/2023,4/21/2023
823,895,Superb starling,823,823,823,Wain's Cup Lichen,823,fcarlisimu,2/12/2023,2/15/2023
824,1000,Large cormorant,824,824,824,Prairie Plantain,824,yodyvoymv,10/4/2022,7/14/2023
825,379,White-winged tern,825,825,825,Limestone Buckwheat,825,bajammw,7/27/2023,12/20/2022
826,403,"Beaver, european",826,826,826,Golden Bellapple,826,bliddellmx,12/4/2022,2/26/2023
827,512,Southern boubou,827,827,827,Canada Thistle,827,egullefantmy,3/18/2023,6/30/2023
828,342,Greater flamingo,828,828,828,Grand Collomia,828,dlittrellmz,12/13/2022,10/31/2022
829,527,Red howler monkey,829,829,829,Chapman's Milkwort,829,naleshintsevn0,1/1/2023,2/2/2023
830,399,Laughing kookaburra,830,830,830,Holo Lupine,830,randreollin1,10/27/2022,4/7/2023
831,97,"Heron, green",831,831,831,California Larkspur,831,ksemechikn2,1/24/2023,1/8/2023
832,343,Asian lion,832,832,832,Contra Costa Goldfields,832,ezavittierin3,9/15/2022,6/28/2023
833,840,Red-cheeked cordon bleu,833,833,833,Arizona Honeysweet,833,kconstantn4,1/23/2023,4/30/2023
834,903,Sloth bear,834,834,834,Pohlia Moss,834,sbraemern5,5/4/2023,8/2/2023
835,471,"Deer, white-tailed",835,835,835,Japanese Honeysuckle,835,bwaldronn6,7/16/2023,1/18/2023
836,223,Lava gull,836,836,836,Blue Woodruff,836,arosparsn7,2/25/2023,11/13/2022
837,91,Stick insect,837,837,837,Palmetto,837,cjachimakn8,12/27/2022,7/23/2023
838,438,Glossy ibis,838,838,838,Hybrid Oak,838,ptodeon9,12/1/2022,8/6/2023
839,892,Southern screamer,839,839,839,Lesser Yellowthroat Gilia,839,jfitzharrisna,4/8/2023,11/11/2022
840,296,Horned puffin,840,840,840,Chupa Gallo,840,cframenb,11/5/2022,7/23/2023
841,651,Mocking cliffchat,841,841,841,Marsh Seedbox,841,mcavanaughnc,11/12/2022,6/15/2023
842,917,Cape white-eye,842,842,842,Aulacomnium Moss,842,ldoumicnd,6/4/2023,4/2/2023
843,147,Arctic ground squirrel,843,843,843,Daisy Desertstar,843,gcalderonne,6/16/2023,10/28/2022
844,815,Common nighthawk,844,844,844,Grand Devil's-claws,844,ttwycrossnf,10/9/2022,3/3/2023
845,327,"Beaver, eurasian",845,845,845,Roundleaf Leather-root,845,speeblesng,4/4/2023,10/22/2022
846,597,Cattle egret,846,846,846,Smallflower Creepingoxeye,846,mtroyesnh,2/22/2023,7/24/2023
847,802,"Dragon, netted rock",847,847,847,Conejito,847,fortlerni,5/10/2023,8/26/2023
848,821,"Admiral, indian red",848,848,848,Ripgut Brome,848,mamynj,7/15/2023,12/25/2022
849,472,"Albatross, galapagos",849,849,849,Glossy Shower,849,dberkowitznk,2/4/2023,12/3/2022
850,961,Mocking cliffchat,850,850,850,Woodland Wild Coffee,850,dpeachernl,11/22/2022,5/11/2023
851,663,"Flycatcher, tyrant",851,851,851,Yosemite Sedge,851,csucrenm,5/19/2023,3/23/2023
852,194,Common zebra,852,852,852,Hemlockparsley,852,cpeachamnn,5/2/2023,12/24/2022
853,881,Sambar,853,853,853,Broadleaf Lupine,853,bcattrallno,2/9/2023,8/24/2023
854,920,Marabou stork,854,854,854,Steere's Sphagnum,854,mjinkinnp,2/8/2023,6/9/2023
855,403,"Turtle, snake-necked",855,855,855,New York Dewberry,855,eguarenq,10/3/2022,6/3/2023
856,182,Little heron,856,856,856,Treadsoftly,856,dmccathienr,3/20/2023,10/26/2022
857,758,Glossy starling (unidentified),857,857,857,Toumey Oak,857,gsommerlyns,12/14/2022,9/21/2022
858,702,Defassa waterbuck,858,858,858,Texas Tansyaster,858,kcreamnt,3/3/2023,6/19/2023
859,591,Mule deer,859,859,859,Susanville Milkvetch,859,bglowachnu,12/17/2022,6/22/2023
860,987,Cougar,860,860,860,Common Bird's-foot,860,aeudallnv,10/6/2022,12/5/2022
861,947,Richardson's ground squirrel,861,861,861,Rainbow Iris,861,ecremennw,2/13/2023,7/18/2023
862,306,"Darter, african",862,862,862,Narrowleaf Crucianella,862,ldeeringnx,12/14/2022,2/28/2023
863,265,"Insect, stick",863,863,863,Parry's Arnica,863,mdrissellny,10/29/2022,6/16/2023
864,36,"Hornbill, southern ground",864,864,864,Wallowa Needlegrass,864,mtrudenz,4/5/2023,8/6/2023
865,465,"Sheathbill, snowy",865,865,865,Twelfth Rush,865,nberthelo0,12/6/2022,1/24/2023
866,509,Caribou,866,866,866,Fetid Goosefoot,866,rgarrawayo1,6/14/2023,9/2/2023
867,786,"Possum, ring-tailed",867,867,867,Macrocoma Moss,867,etemperleyo2,11/22/2022,7/3/2023
868,763,Southern screamer,868,868,868,Oak Mistletoe,868,gtrobeyo3,12/23/2022,6/7/2023
869,258,African bush squirrel,869,869,869,Spleenwort,869,mmoncreifo4,6/2/2023,7/9/2023
870,401,"Langur, gray",870,870,870,Two-color Orange Lichen,870,rmarpleso5,7/24/2023,12/8/2022
871,307,"Ibis, puna",871,871,871,Sedge,871,fclubbo6,12/17/2022,4/15/2023
872,186,Canada goose,872,872,872,Plummer's Cliff Fern,872,fcrushamo7,5/1/2023,10/1/2022
873,793,Nyala,873,873,873,Silky Lupine,873,grussoo8,3/24/2023,3/5/2023
874,346,Cape wild cat,874,874,874,Purplespot Gilia,874,ashufflebothamo9,11/28/2022,12/30/2022
875,24,Bleeding heart monkey,875,875,875,Water Ragwort,875,alinekeroa,3/5/2023,10/1/2022
876,73,"Crane, stanley",876,876,876,Racomitrium Moss,876,kjagoeob,4/8/2023,10/26/2022
877,26,"Gazelle, thomson's",877,877,877,Whiteflower Navelwort,877,ncrossanoc,8/2/2023,9/28/2022
878,832,Grizzly bear,878,878,878,Lecidella Lichen,878,rdavydenkood,10/29/2022,12/1/2022
879,685,"Pheasant, ring-necked",879,879,879,Mariposa Sedge,879,dscoltsoe,9/19/2022,4/28/2023
880,660,Brush-tailed bettong,880,880,880,Globe Dodder,880,aharphamof,2/10/2023,1/1/2023
881,532,"Porcupine, indian",881,881,881,Creole Tea,881,ggaywoodog,11/5/2022,1/13/2023
882,106,Sugar glider,882,882,882,Burr Daisytree,882,schawkleyoh,3/28/2023,8/21/2023
883,240,Emu,883,883,883,Rat's-tail Succulent,883,cduxburyoi,8/19/2023,1/12/2023
884,358,Tiger snake,884,884,884,Elephant Tree,884,kbonifantoj,1/9/2023,11/29/2022
885,776,"Egret, great",885,885,885,Texas Nipple Cactus,885,lnewbiggingok,1/26/2023,2/21/2023
886,779,"Sloth, two-toed tree",886,886,886,Pecos River Skeletonplant,886,smcveyol,5/20/2023,2/21/2023
887,70,"Cobra, egyptian",887,887,887,Grape Ivy,887,bprofitom,4/25/2023,1/15/2023
888,199,"Flamingo, lesser",888,888,888,Common St. Paul's Wort,888,tlidgetton,8/9/2023,1/14/2023
889,532,"Rhea, common",889,889,889,Na'ena'e 'ula,889,rwrightamoo,10/13/2022,5/30/2023
890,212,"Wallaby, euro",890,890,890,Ernodea,890,eharfordop,1/9/2023,8/23/2023
891,972,"Gazelle, thomson's",891,891,891,Hollyhock,891,imailesoq,4/29/2023,5/7/2023
892,894,Hanuman langur,892,892,892,Arthothelium Lichen,892,hgotecliffeor,8/9/2023,5/8/2023
893,915,"Monkey, rhesus",893,893,893,Everniastrum Lichen,893,aiacovoloos,6/23/2023,2/12/2023
894,90,Spur-winged goose,894,894,894,Field Paspalum,894,amachansot,2/18/2023,11/20/2022
895,235,Blue and yellow macaw,895,895,895,South Idaho Onion,895,rpaddyou,8/28/2023,8/27/2023
896,174,Blue and yellow macaw,896,896,896,Beard Lichen,896,kwapplingtonov,11/19/2022,3/15/2023
897,951,"Grouse, sage",897,897,897,Desert Ironwood,897,cbrianceow,1/10/2023,4/19/2023
898,555,"Mongoose, eastern dwarf",898,898,898,Spurge,898,kbambroughox,6/19/2023,1/25/2023
899,263,African wild dog,899,899,899,Codiaeum,899,mabrahamowitczoy,5/15/2023,10/30/2022
900,646,"Goldeneye, common",900,900,900,Tapellaria Lichen,900,nhastingsoz,10/2/2022,8/10/2023
901,806,Black-collared barbet,901,901,901,Alpine Slender Buckwheat,901,ipealingp0,10/18/2022,5/5/2023
902,360,"Teal, hottentot",902,902,902,Woman's Tongue,902,dmanterfieldp1,8/1/2023,8/24/2023
903,79,Snake-necked turtle,903,903,903,Delicate Muhly,903,clicciardiellop2,8/8/2023,1/14/2023
904,178,Yellow-billed hornbill,904,904,904,Grand Fringed Gentian,904,wcongramp3,11/27/2022,7/5/2023
905,224,Blue duck,905,905,905,Cardinal Beardtongue,905,cabazip4,5/6/2023,2/9/2023
906,130,"Heron, goliath",906,906,906,Pseudocrossidium Moss,906,fbentsonp5,6/23/2023,10/20/2022
907,64,Asian water buffalo,907,907,907,Ram's Horn,907,vlyokhinp6,12/12/2022,6/22/2023
908,995,"Chickadee, black-capped",908,908,908,Bryum Moss,908,asprayp7,8/2/2023,2/8/2023
909,363,Frilled dragon,909,909,909,Wright's Goldenrod,909,jwetheredp8,4/25/2023,4/4/2023
910,553,Arctic hare,910,910,910,Flameflower,910,cosannep9,9/14/2022,2/9/2023
911,738,American buffalo,911,911,911,Eaton's Rosette Grass,911,coggerspa,4/16/2023,5/27/2023
912,145,"Otter, oriental short-clawed",912,912,912,Golden Pricklypear,912,mkeplingpb,5/26/2023,2/7/2023
913,100,Common eland,913,913,913,California Goldenbanner,913,acantwellpc,3/28/2023,5/22/2023
914,718,"Penguin, galapagos",914,914,914,Leatherleaf,914,rglavespd,5/29/2023,11/23/2022
915,843,Pampa gray fox,915,915,915,Ralph's Desertwillow,915,pwhittockpe,11/25/2022,6/10/2023
916,899,Numbat,916,916,916,Java Plum,916,cteodoropf,1/30/2023,6/29/2023
917,847,Tailless tenrec,917,917,917,Whorled Milkwort,917,ebilstonpg,2/25/2023,8/17/2023
918,606,"Egret, cattle",918,918,918,Stream Orchid,918,kgurgph,9/23/2022,2/18/2023
919,488,Glossy starling (unidentified),919,919,919,Jute,919,mfusedalepi,4/20/2023,7/27/2023
920,384,"Spurfowl, yellow-necked",920,920,920,Spineflower,920,skapelhofpj,11/19/2022,5/29/2023
921,988,"Badger, eurasian",921,921,921,Shortspike Watermilfoil,921,mreddingpk,2/23/2023,4/29/2023
922,106,"Lemming, collared",922,922,922,Rimmed Lichen,922,kcashleypl,4/25/2023,12/12/2022
923,172,"Badger, american",923,923,923,Showy Nerveray,923,agrottypm,1/20/2023,7/21/2023
924,621,Cuis,924,924,924,Needleleaf Bluet,924,spetschelpn,1/9/2023,10/15/2022
925,712,"White-eye, cape",925,925,925,Running Serviceberry,925,ghaggaspo,10/2/2022,5/23/2023
926,68,"Tamandua, southern",926,926,926,Callistephus,926,jsteedenpp,4/8/2023,8/11/2023
927,309,Japanese macaque,927,927,927,Turniproot,927,cbaigriepq,10/12/2022,3/16/2023
928,372,Roe deer,928,928,928,Shrubby Fivefingers,928,rdunnawaypr,9/15/2022,4/10/2023
929,631,"Wolf, mexican",929,929,929,Tall Tonguefern,929,loverillps,11/28/2022,6/4/2023
930,97,Common shelduck,930,930,930,Bentspur Orchid,930,mhightonpt,10/12/2022,5/26/2023
931,839,Springbok,931,931,931,Japewia Lichen,931,sbeebeepu,6/26/2023,2/20/2023
932,347,Prehensile-tailed porcupine,932,932,932,Smooth Oxeye,932,kcockrenpv,10/15/2022,8/31/2023
933,688,"Otter, giant",933,933,933,Silver Maple,933,mrentcomepw,11/15/2022,12/16/2022
934,865,Blue-tongued lizard,934,934,934,Boykin's Milkwort,934,klingfootpx,6/29/2023,1/8/2023
935,10,"Owl, australian masked",935,935,935,Purple Cushion Fleabane,935,mfishpondpy,3/27/2023,11/24/2022
936,312,Guerza,936,936,936,Mono Lake Lupine,936,vguidettipz,1/5/2023,1/27/2023
937,542,Tammar wallaby,937,937,937,Tumblemustard,937,jlordonq0,12/20/2022,10/7/2022
938,424,Lesser mouse lemur,938,938,938,Wild Tulip,938,cchurcherq1,5/28/2023,11/27/2022
939,324,Indian giant squirrel,939,939,939,Striped Rosemallow,939,cgreatreaxq2,2/6/2023,11/27/2022
940,665,"Flamingo, lesser",940,940,940,Parmotrema Lichen,940,gchoppenq3,1/25/2023,3/19/2023
941,37,"Blackbird, red-winged",941,941,941,Carolina Fluffgrass,941,wtrippackq4,4/30/2023,8/20/2023
942,70,"Cormorant, little",942,942,942,Common Serviceberry,942,mgodbaldq5,2/6/2023,3/20/2023
943,299,"Heron, yellow-crowned night",943,943,943,Pseudoleskeella Moss,943,mbartoschq6,12/4/2022,3/5/2023
944,884,Steller sea lion,944,944,944,Longspike Beardgrass,944,nrigglesfordq7,8/28/2023,3/8/2023
945,65,"Stork, woolly-necked",945,945,945,Variableleaf Bushbean,945,esurguineq8,6/16/2023,7/2/2023
946,376,"Porcupine, north american",946,946,946,Waterhyssop,946,jleipoldq9,3/18/2023,4/26/2023
947,250,Tiger,947,947,947,Acanthus,947,mlampertqa,8/14/2023,1/15/2023
948,60,"Ibis, puna",948,948,948,Fan Clubmoss,948,lbrutonqb,9/21/2022,1/12/2023
949,593,Serval,949,949,949,Paleface,949,nleverentzqc,8/5/2023,1/3/2023
950,96,"Avocet, pied",950,950,950,Brazilian Glorytree,950,rkeerqd,7/19/2023,1/23/2023
951,834,"Macaw, green-winged",951,951,951,Calymperes Moss,951,eneillyqe,11/27/2022,8/2/2023
952,514,"Mongoose, javan gold-spotted",952,952,952,Smallflower Milkvine,952,bantoneyqf,4/2/2023,5/21/2023
953,868,Yellow-necked spurfowl,953,953,953,Hemlock Rosette Grass,953,nmacelroyqg,3/28/2023,9/4/2023
954,812,Seven-banded armadillo,954,954,954,Cobaea Beardtongue,954,dcanetqh,4/27/2023,4/20/2023
955,468,"Lion, australian sea",955,955,955,Dwarf Huckleberry,955,rkarpolqi,11/2/2022,4/28/2023
956,299,Puna ibis,956,956,956,Valley Lessingia,956,vmcneighqj,4/28/2023,10/17/2022
957,569,Tokay gecko,957,957,957,Nightblooming Cereus,957,streweelaqk,5/25/2023,8/27/2023
958,51,"Porcupine, indian",958,958,958,Obovate Andreaea Moss,958,jweekesql,11/1/2022,10/1/2022
959,778,"Shrike, crimson-breasted",959,959,959,Coughbush,959,mlongstaffeqm,11/6/2022,3/19/2023
960,109,American racer,960,960,960,Narrowleaf Evening Primrose,960,vbroadwellqn,9/2/2023,4/1/2023
961,930,Lapwing (unidentified),961,961,961,Ribbon Fern,961,bgiacobilloqo,9/27/2022,9/15/2022
962,55,Field flicker,962,962,962,Oconee Bells,962,evanneqp,4/6/2023,1/7/2023
963,664,Desert spiny lizard,963,963,963,Radiate Fingergrass,963,ayeliashevqq,1/30/2023,12/12/2022
964,679,Sally lightfoot crab,964,964,964,Floating Primrose-willow,964,kroffeqr,1/26/2023,2/3/2023
965,678,"Antelope, sable",965,965,965,Purdy's Fritillary,965,chearthfieldqs,3/23/2023,6/19/2023
966,800,Ring-tailed gecko,966,966,966,Glorytree,966,kspelmanqt,11/16/2022,1/27/2023
967,196,Sun gazer,967,967,967,Illinois Dewberry,967,csoaresqu,11/9/2022,7/5/2023
968,852,"Bandicoot, long-nosed",968,968,968,Owl's-clover,968,dheimannqv,5/4/2023,12/20/2022
969,368,Civet cat,969,969,969,Oklahoma Sedge,969,theretyqw,1/11/2023,2/24/2023
970,790,White-throated kingfisher,970,970,970,Forest Tetramolopium,970,tcroxfordqx,7/4/2023,9/10/2022
971,397,"Rat, desert kangaroo",971,971,971,Panamint Liveforever,971,jdaughertyqy,11/29/2022,1/16/2023
972,197,"Vulture, king",972,972,972,Pinyon Milkvetch,972,apaintainqz,5/28/2023,3/7/2023
973,963,"Openbill, asian",973,973,973,False Goat's Beard,973,pvalentar0,2/2/2023,8/2/2023
974,584,"Stork, black-necked",974,974,974,White Oak,974,ebonifacer1,8/3/2023,9/17/2022
975,996,"Owl, white-browed",975,975,975,Hoary Skullcap,975,kdelaceyr2,4/22/2023,9/2/2023
976,172,"Baboon, yellow",976,976,976,Java Plum,976,tskippingsr3,11/11/2022,7/17/2023
977,589,Ibex,977,977,977,Leioderma Lichen,977,bfennickr4,12/21/2022,5/1/2023
978,46,"Penguin, little blue",978,978,978,Hybrid Pitcherplant,978,ptomblingr5,6/29/2023,4/16/2023
979,243,Nubian bee-eater,979,979,979,Hairy Lettuce,979,acalderar6,4/3/2023,3/20/2023
980,810,"Hawk, red-tailed",980,980,980,Sunolgrass,980,elarrosar7,9/26/2022,6/3/2023
981,137,Yellow-rumped siskin,981,981,981,Cascade Rose,981,gyurchishinr8,7/19/2023,11/5/2022
982,900,North American porcupine,982,982,982,American Black Currant,982,mbashamr9,2/23/2023,3/11/2023
983,618,"Hornbill, red-billed",983,983,983,Near Navarretia,983,acloneyra,9/13/2022,1/11/2023
984,292,Red squirrel,984,984,984,Curvepod Fumewort,984,mgoodhallrb,11/6/2022,11/3/2022
985,790,Zorilla,985,985,985,Alpine Blood Lichen,985,pjubbrc,4/14/2023,12/1/2022
986,606,"Shark, blue",986,986,986,Partridge Pea,986,mmaffionird,2/28/2023,11/20/2022
987,18,"Deer, white-tailed",987,987,987,Plantainleaf Twinsorus Fern,987,vskiltonre,2/13/2023,11/14/2022
988,337,Common nighthawk,988,988,988,Lake Powell Fleabane,988,vchaucerrf,5/14/2023,10/20/2022
989,314,Galapagos penguin,989,989,989,Sri Lanka Privet,989,inolderrg,7/11/2023,9/28/2022
990,305,"Rhea, common",990,990,990,Porsild's Saxifrage,990,hswindleyrh,12/28/2022,4/7/2023
991,200,King vulture,991,991,991,Huachuca Mountain Ragwort,991,ctenwickri,12/25/2022,5/28/2023
992,58,"Skink, african",992,992,992,Knapweed,992,mfiennesrj,5/11/2023,2/22/2023
993,417,Crested bunting,993,993,993,Kidney Bean,993,gsweenyrk,9/7/2023,5/18/2023
994,255,Pied avocet,994,994,994,Shrubland Beggarticks,994,lhannerl,9/9/2022,11/13/2022
995,751,Klipspringer,995,995,995,Thelenella Lichen,995,awallsworthrm,9/27/2022,2/26/2023
996,106,Great cormorant,996,996,996,Leochilus,996,flaileyrn,2/15/2023,4/4/2023
997,989,Scarlet macaw,997,997,997,Woolly Willow,997,ueadmeadsro,8/7/2023,5/29/2023
998,924,"Wallaby, whip-tailed",998,998,998,Pygmy Alpinegold,998,nreamsrp,12/1/2022,9/9/2022
999,573,"Langur, hanuman",999,999,999,Little Mountain Meadow-rue,999,dfindlaterrq,6/10/2023,4/29/2023
1000,395,"Buffalo, american",1000,1000,1000,Carbonea Lichen,1000,tsaullrr,11/7/2022,4/3/2023
